Stop_Name,Location_Easting,Location_Northing
BROCKLEY WAY,535861,174796
BROCKLEY WAY,535845,174745
CAMBERWELL NEW CEMETERY,535654,174537
ELLISCOMBE ROAD,541140,178132
BUCKSTONE CLOSE,535203,174177
PEEL WAY,506406,182043
HANAU BRIDGE,554420,174083
MARKET STREET,554235,173957
DARTFORD STATION #,554248,174291
DARTFORD MAGISTRATES COURT,553852,174081
INSTONE ROAD,554009,173850
DARTFORD STATION #,554225,174299
MONTGOMERY ROAD,520176,178793
POUND PARK ROAD,541888,178388
STANHOPE WAY / ACTON WORKS,519939,179093
ROSLIN ROAD,519681,179296
HANBURY ROAD,519799,179420
STANLEY ROAD,519947,179465
ALL SAINTS ROAD,520173,179532
NEWTON AVENUE,520246,179545
STANLEY ROAD,519955,179457
HANBURY ROAD,519719,179386
ROSLIN ROAD,519731,179250
COLVILLE ROAD,519826,179162
KINVEACHY GARDENS,542047,178527
STANHOPE WAY / ACTON WORKS,519944,179103
MONTGOMERY ROAD,520182,178828
NORMAN WAY,519826,181386
WALTON WAY,519936,181511
SAXON DRIVE,519891,181701
NORTHFIELDS ROAD,520038,181816
COURT WAY,520172,181738
CLOISTER ROAD,520208,181584
CLOISTER ROAD,520204,181567
COURT WAY,520153,181772
BRAMSHOT AVENUE,540540,177703
NORTHFIELDS ROAD,520010,181799
WALTON WAY,519902,181694
NOEL ROAD,519941,181533
LEALAND ROAD,533608,188388
COVENT GARDEN / CATHERINE STREET,530599,180936
SPENCER RISE,529027,186107
CAMBERWELL GREEN,532517,176811
TULSE HILL STATION  #,531711,173004
KELLAWAY ROAD,541790,176626
BROOK ROAD,522320,186059
BROOK ROAD,522299,186065
ROYAL FESTIVAL HALL,530912,180242
OXO TOWER,531375,180425
BLACKFRIARS BRIDGE,531641,180459
OXO TOWER,531331,180440
WHITWORTH ROAD,543347,177263
LONDON EYE,530775,179886
LONDON EYE,530815,179887
ROYAL FESTIVAL HALL,530885,180205
GWYNNE PLACE,530856,182622
WESTMINSTER STATION<> / WESTMINSTER PIER >R<,530228,179679
KNIGHTSBRIDGE STATION <> / HARRODS,527680,179678
HEADLEY CLOSE,519363,163907
NIGHTINGALE DRIVE,519826,163742
CHESSINGTON CLOSE,520117,163516
ULUNDI ROAD,539552,177793
HOOK ARENA,520543,163110
PLOUGH ROAD,520791,162909
RIVERHOLME DRIVE,521011,162754
MEADOWVIEW ROAD,521235,162622
EWELL WEST STATION #,521596,162698
EWELL WEST STATION #,521562,162666
MEADOWVIEW ROAD,521220,162615
RIVERHOLME DRIVE,520979,162768
PLOUGH ROAD,520732,162938
HOOK ARENA,520432,163190
WARREN WALK,541423,177866
HOOK ROAD,520226,163384
CHESSINGTON CLOSE,520004,163563
NIGHTINGALE DRIVE,519786,163715
HEADLEY CLOSE,519434,163871
RUXLEY LANE,520840,164631
PAMS WAY,520665,164308
COX LANE / EPSOM & EWELL HIGH SCHOOL,520184,164099
GODWIN CLOSE,520084,164006
HOLLYMOOR LANE,521132,162589
POUND LANE,520804,161542
NADINE STREET,541288,178136
MILES ROAD,520882,161318
CHASE ROAD,520855,161121
WATERLOO ROAD,520752,160955
CHASE ROAD,520892,161139
MILES ROAD,520853,161360
POUND LANE,520784,161575
FELSTEAD ROAD,520869,161832
ROY RICHMOND WAY,521052,162226
GODWIN CLOSE,520011,163964
SCOTT CLOSE,520349,164204
BEACONSFIELD ROAD,540013,177464
FELSTEAD ROAD,520869,161811
ROY RICHMOND WAY,521054,162165
ST PAUL'S STATION <>,532039,181306
LAUREL PARK,515776,191144
SUFFOLK ROAD,512945,188513
MONMOUTH ROAD,534625,193870
TOWER BRIDGE / CITY HALL,533583,180056
DENHAM ROAD,511020,174058
WISHART ROAD,541684,176498
OXSHOTT ROAD,516122,158568
CHALK PIT WAY,526141,164033
TOWER GATEWAY STATION [DLR],533672,180844
HAGGERSTON STATION #,533489,183891
DURANTS ROAD,535261,196343
OLD ROYAL MILITARY ACADEMY,543148,177359
REDBRIDGE CENTRAL LIBRARY,543877,186368
WANSBECK ROAD,537031,184016
MEDWAY PARADE,515722,183060
MEDWAY PARADE,515702,183063
WARREN WALK,541382,177940
HIGHFIELD AVENUE,545887,163894
VALLEY ROAD,539431,169112
WINTERBOURNE ROAD,547411,186707
GREAT EASTERN STREET,533062,182585
SHOREDITCH TOWN HALL,533323,182666
SHOREDITCH CHURCH,533425,182536
SHOREDITCH HIGH ST / BETHNAL GREEN ROAD,533480,182360
JOHN ROAN SCHOOL,539674,177492
BURNTWOOD LANE,526167,172314
GARRATT LANE / TOOTING BROADWAY,527384,171522
UPMINSTER STATION FORECOURT <> #,556192,186826
VICTORIA ALMSHOUSES,528140,151787
VICTORIA ALMSHOUSES,528124,151781
FERNWOOD AVENUE,517235,184779
FARM AVENUE,517291,184779
SWINDERBY ROAD,517959,184859
EALING ROAD,518022,184886
MILLFIELD THEATRE & ARTS CENTRE,533000,192610
BRAMSHOT AVENUE,540561,177782
WATERLOO STATION <> # / UPPER TAXI ROAD,531031,180007
APPOLD STREET,533216,182050
WORSHIP STREET,533321,182063
IVY GARDENS,529841,168641
LEAFY GROVE,541460,164240
LEAFY GROVE,541504,164182
HARROW & WEALDSTONE STATION <> #,515381,189575
ETTRICK STREET,538465,181346
ANTILL ROAD,536708,183096
WYNDCLIFF ROAD,540695,177999
USHER ROAD,537017,183310
USHER ROAD,537029,183302
SHETLAND ROAD,536813,183124
TRAFALGAR SQUARE,529887,180390
TRAFALGAR SQUARE / CHARING CROSS STN <> #,530058,180476
TRAFALGAR SQUARE / CHARING CROSS STN<>#,530115,180463
TRAFALGAR SQUARE / CHARING CROSS STN <>#,530137,180482
TRAFALGAR SQUARE,529919,180386
TRAFALGAR SQUARE / CHARING CROSS STN <> #,529888,180409
TRAFALGAR SQUARE,529934,180399
CHARLTON LANE,541769,178159
GALLOWS CORNER / TESCO,553863,190532
BARGEHOUSE ROAD,543786,180062
MILL LANE,524345,185072
PLOWMAN CLOSE / WILBURY PRIMARY SCHOOL,532783,192201
SOMERSET ROAD / NORTH MIDDLESEX HOSPITAL,533706,192367
BULL LANE / NORTH MIDDLESEX HOSPITAL,533414,192112
WIGSTON CLOSE,533197,192093
DERWENT AVENUE,532630,192195
ST THOMAS CHURCH,542176,178662
HAWTHORN ROAD,533625,192122
PLOWMAN CLOSE / WILBURY PRIMARY SCHOOL,532787,192188
WIGSTON CLOSE,533170,192080
BULL LANE / NORTH MIDDLESEX HOSPITAL,533342,192095
HAWTHORN ROAD,533717,192114
SOMERSET ROAD / NORTH MIDDLESEX HOSPITAL,533717,192346
GARRY WAY,551050,191447
CHASE CROSS ROAD,551094,191614
KINVEACHY GARDENS,542036,178506
SAVILLE CRESCENT,508907,170716
SAVILLE CRESCENT,508915,170733
FELTHAM ASSEMBLY HALL,510840,173681
ST MARTIN'S PLACE,530013,180653
HIGHGATE WOOD,527923,188539
STAINTON ROAD,538682,173666
ALL SAINTS CHURCH,543587,177500
BEDDINGTON CROSS,529878,166374
SHERWOOD CLOSE,516732,180055
SHERWOOD CLOSE,516728,180087
WYLIE VETERINARY CENTRE,556528,188507
WYLIE VETERINARY CENTRE,556522,188521
WEST SUTTON STATION #,525005,164571
LONDON ROAD / ST ANTHONY'S HOSPITAL,524051,165877
WEST SUTTON STATION #,525018,164545
POUND PARK ROAD,541922,178439
HOOK ROAD,520298,163338
CHERRY TREE LANE,551692,182618
NORTH STREET,516527,156500
BRIDGE STREET,516417,156367
LEATHERHEAD STATION #,516288,156824
NORTH STREET,516438,156522
GALLIONS REACH STATION [DLR],543881,180845
SANDAL ROAD / HOLY CROSS SCHOOL,521052,168034
LAMBERTS ROAD / HOLLYFIELD SCHOOL,518507,167646
WOODHURST ROAD,546284,178689
DURHAM AVENUE,539729,168422
GLYN ROAD,535100,196236
LYNDSEY PARK,518944,188469
LYNDSEY PARK,518900,188428
WEST DRAYTON STATION #,506078,180158
CHARLTON LANE,541766,178118
CAVELL STREET,534872,181737
SHIRLEY AMBULANCE STATION,535191,166117
POPPY LANE,535538,166358
HAZEL CLOSE,535752,166459
HAZEL CLOSE,535736,166441
BASIL GARDENS,535702,166185
BASIL GARDENS,535727,166195
NIGHTINGALE VALE,543512,177950
HAVERSTOCK HILL,527656,184754
BELVEDERE AVENUE,524213,171349
SOMERSET ROAD,524351,171569
SOMERSET ROAD,524376,171641
WIMBLEDON TENNIS CLUB & MUSEUM,524290,172186
WIMBLEDON TENNIS CLUB & MUSEUM,524296,172154
BELVEDERE AVENUE,524229,171353
ST GEORGE'S / UNIVERSITY OF LONDON,526981,171436
CANADA SQUARE NORTH,537685,180327
EAST STREET,532305,178333
WHITWORTH ROAD,543368,177294
MEDLAR STREET,532457,177040
THREE FISHES,510422,168670
BEXLEY ROAD / CROWN WOODS SCHOOL,544391,174565
HARROW ROAD,539239,186342
ST JOSEPH'S CHURCH,543528,177431
CRABTREE MANORWAY NORTH,550255,180330
FISHERS WAY,550523,180028
DENTONS WHARF,550483,179862
ANDERSON WAY,550020,179809
CRABTREE MANORWAY NORTH,550269,180355
FISHERS WAY,550515,180046
DENTONS WHARF,550508,179881
GILLIAM CLOSE,531332,162069
BILTON WAY / MOLLISON AVENUE,536496,197897
MILLMARSH LANE,536386,197366
NORTHFIELD ROAD,511717,177375
GREEN STREET / BRIMSDOWN STATION #,536441,197023
JEFFREYS ROAD,536461,196681
DUCK LEES LANE,536371,196149
LEA VALLEY ROAD,536301,195933
DUCK LEES LANE,536339,196099
JEFFREYS ROAD,536462,196839
GREEN STREET / BRIMSDOWN STATION #,536376,197195
MILLMARSH LANE,536375,197426
BILTON WAY / MOLLISON AVENUE,536486,197938
COX LANE,518427,164737
WOOLACOMBE ROAD,541078,176385
ELM ROAD,518278,164608
ROSEMARY GARDENS,518155,164710
ELM ROAD,518300,164638
COX LANE,518448,164765
ALTON CLOSE,516099,176400
LONDON ROAD,515984,176504
PARKWOOD ROAD,515812,176729
BOROUGH ROAD,515642,177117
BRAYBOURNE DRIVE / GREAT WEST ROAD,515547,177370
CONQUEST CLUB,515442,177549
WOOLWICH COMMON / HA HA ROAD,543374,177953
WOOD LANE / RAILWAY BRIDGE,515368,177686
JERSEY ROAD,515269,177789
RIDGEWAY ROAD,515178,177471
JERSEY GARDENS,515125,177326
OSTERLEY LIBRARY,514974,177258
THORNBURY AVENUE / GREAT WEST ROAD,514888,177105
WITHAM ROAD,514921,176519
WORTON GARDENS,514679,176525
SUTTON WAY,512892,177000
NIGHTINGALE VALE,543618,177942
THE WARREN,512586,177047
BEAUFORT GARDENS,512278,176850
VICTORIA GARDENS,512028,176940
BLACKTHORN COURT,512062,177132
SPEART LANE,512132,177289
ARMYTAGE ROAD,511622,177251
ALCOCK ROAD,511572,177166
JOHNSON ROAD,511387,177041
BLERIOT ROAD,511200,177198
BRABAZON ROAD / CRANFORD LANE,511145,177380
EASTBROOK ROAD,541106,176643
ALTON CLOSE,516021,176474
HARTHAM ROAD,515912,176603
BOROUGH ROAD,515688,177001
BRAYBOURNE DRIVE / GREAT WEST ROAD,515555,177373
CONQUEST CLUB,515436,177565
JERSEY ROAD,515255,177774
RIDGEWAY ROAD,515191,177413
JERSEY GARDENS,515104,177324
OSTERLEY LIBRARY,514952,177262
HARGOOD ROAD,541291,176373
THORNBURY AVENUE / GREAT WEST ROAD,514908,177021
EVERSLEY CRESCENT,514990,176689
WITHAM ROAD,514819,176541
WORTON WAY,514573,176529
SPRING GROVE CRESCENT,514237,176600
SUTTON WAY,512919,177001
THE WARREN,512609,177055
BEAUFORT GARDENS,512246,176869
VICTORIA GARDENS,512029,176949
BLACKTHORN COURT,512058,177095
HARRADEN ROAD,541437,176786
SPEART LANE,512122,177249
ARMYTAGE ROAD,511607,177199
ALCOCK ROAD,511510,177100
JOHNSON ROAD,511392,177050
BLERIOT ROAD,511215,177184
BRABAZON ROAD / CRANFORD LANE,511162,177348
CHEAM STATION #,524311,163426
MERTON ABBEY,526585,169918
MERTON ABBEY,526648,169943
EASTBROOK ROAD,541053,176611
WINCHESTER PARK,539473,168634
CHADWICK ROAD,534142,176160
HOLLYDALE ROAD,535245,176087
VICTORIA PARK ROAD / BROOKFIELD ROAD,536339,184541
GASCOYNE ROAD,536119,184248
WETHERELL ROAD,535924,184043
LAURISTON ROAD,535597,183908
SKIPWORTH ROAD,535437,183862
FREMONT STREET,535058,183734
THE BIRCHWOOD,546900,179745
ANERLEY STATION #,534603,169868
TOWER OF LONDON,533755,180530
TOWER OF LONDON,533747,180585
ANERLEY STATION #,534626,169892
MARGARET STREET / OXFORD CIRCUS,528965,181397
HOLLYMOOR LANE,521094,162447
TERRACE ROAD,535500,184324
BEACONSFIELD ROAD,540012,177452
CLAPTON STATION #,534812,186578
CLAPTON STATION #,534819,186572
JACK WATTS ESTATE,535113,186688
JACK WATTS ESTATE,535073,186658
MOUNT PLEASANT HILL,535103,186859
MOUNT PLEASANT HILL,535107,186824
THEYDON ROAD / LEASIDE ROAD,535189,187038
MOUNT PLEASANT LANE,534897,187047
UPPER CLAPTON ROAD,534633,187004
UPPER CLAPTON ROAD,534472,187020
SEDGEMERE ROAD,547401,179242
FOUNTAYNE ROAD,534269,186997
STOKE NEWINGTON STATION #,533745,186819
LEASIDE ROAD,535182,187049
MOUNT PLEASANT LANE,534924,187042
WARWICK GROVE / WIGAN ESTATE,534592,187008
CAZENOVE ROAD / GELDESTON ROAD,534441,187007
FONTAYNE ROAD,534291,186989
STOKE NEWINGTON STATION #,533767,186819
ELEPHANT & CASTLE / LONDON ROAD,531872,179174
ELEPHANT & CASTLE / LONDON ROAD,531894,179147
OVERTON ROAD,547379,179281
BROMLEY BY BOW STATION <>,538010,182361
DEVONS ROAD STATION [DLR],537756,182305
WATTS GROVE,537460,181980
ST PAULS WAY TRUST SCHOOL,537212,181882
ACKROYD DRIVE,537033,182001
ERIC STREET,536633,182130
BROMLEY BY BOW STATION <>,537947,182357
DEVONS ROAD STATION [DLR],537714,182312
WATTS GROVE,537443,181977
THE BIRCHWOOD,546905,179722
ST PAULS WAY TRUST SCHOOL,537235,181869
ACKROYD DRIVE,537026,182016
ERIC STREET,536652,182137
PAMS WAY,520638,164297
PROLOGIS PARK,538491,182359
SOUTH CRESCENT BUSINESS CENTRE,538913,182145
STAR LANE STATION [DLR],539175,182046
NORTH CRESCENT BUSINESS CENTRE,538931,182155
LANRIDGE ROAD,547784,179103
BARKING ROAD / MANOR ROAD,539403,181670
TWELVETREES CRESCENT,538489,182113
PROLOGIS PARK,538477,182362
LINKS WAY,508453,191223
LINKS WAY,508455,191212
GAINSBOROUGH ROAD,539402,187656
BERESFORD TERRACE / HIGHBURY ESTATE,532319,185222
BERESFORD TERRACE / HIGHBURY ESTATE,532308,185202
BALFOUR ROAD / LEXFIELD HOUSE,532368,185503
BUCKWHEAT COURT,547956,179115
BALFOUR ROAD / ATHENAEUM COURT,532381,185504
BALFOUR ROAD / CROWFIELD HOUSE,532335,185829
BALFOUR ROAD / CROWFIELD HOUSE,532347,185822
HIGHBURY QUADRANT,532343,186079
HIGHBURY QUADRANT,532355,186066
SAMSON STREET,541193,183088
CHARGEABLE LANE,540301,182218
BARN CROFT PRIMARY SCHOOL,536257,188296
BUCKWHEAT COURT,547963,179107
BARN CROFT PRIMARY SCHOOL,536206,188223
WESTOW STREET,533456,170503
MARIGOLD ROAD / NORTHUMBERLAND PARK #,535190,190915
STONEBRIDGE LOCK,534995,190602
MARIGOLD ROAD / NORTHUMBERLAND PARK #,535152,191084
BURDOCK ROAD / LEE VALLEY TECHNOPARK,534530,189836
HAVELOCK ROAD,512792,179086
WOODVILLE GARDENS,508328,187695
DULVERTON ROAD,510357,187013
EASTCOTE METHODIST CHURCH,510698,188587
LANRIDGE ROAD,547728,179086
DULVERTON ROAD,510390,187018
CLAYTON ROAD,534448,176645
HOTSPUR STREET,531172,178415
MARY LEE WAY,530970,178479
TYERS STREET,530787,178589
TYERS STREET,530774,178609
MARY LEE WAY,531041,178450
DRAYCOTT PLACE,527717,178595
MARLBOROUGH CENTRE COLLEGE,527415,178636
FULHAM ROAD,527247,178735
PELHAM STREET,527057,178776
SLOANE SQUARE STATION <> / SYMON STREET,527926,178686
DRAYCOTT PLACE,527653,178544
MARLBOROUGH CENTRE COLLEGE,527427,178647
FULHAM ROAD,527248,178752
WINCHESTER STREET,529095,178168
WESTMORELAND TERRACE,528871,178086
SURBITON SAINSBURY'S,517842,167211
LEWISHAM STATION # [DLR],538082,175833
AUGUSTUS ROAD,524398,173250
AUGUSTUS ROAD,524372,173259
WATERLOO STATION / WATERLOO ROAD <> #,531207,179922
BELMONT STATION #,525615,162050
BELMONT STATION #,525660,162050
SOUTH LODGE AVENUE / YORKSHIRE ROAD,530317,168318
BROOKSBY'S WALK / HOMERTON STATION #,535808,185225
CLISSOLD ROAD,532760,186325
STOKE NEWINGTON CH ST / CLISSOLD CRES,532563,186109
CLISSOLD CRESCENT,532572,186109
CLISSOLD ROAD,532744,186293
KEW RETAIL PARK,519542,176947
CHALKERS CORNER,519796,175975
WEST PARK ROAD,519431,176668
WEST PARK ROAD,519442,176610
CHALKERS CORNER,519782,175984
PINE WALK,527690,158713
HURST LANE,547750,178053
WOODLAND WAY,547662,178725
ABBEY ROAD,547559,178865
HURST LANE,547789,178004
MANOR WAY,527561,159114
SKARDU ROAD,524053,185410
TWICKENHAM STATION #,516062,173675
ORMOND DRIVE,514114,170498
ORMOND DRIVE,514101,170517
HANWORTH ROAD,513892,170863
HANWORTH ROAD,513889,170845
WINDMILL ROAD,513775,171275
WINDMILL ROAD,513755,171300
MARTELLO STREET,534854,184524
RICHMOND ROAD / GREENWOOD ROAD,534418,184494
MIDDLETON ROAD,534399,184183
SHEEP LANE,534660,183732
ADA STREET,534545,183667
PRITCHARD'S ROAD,534461,183603
NICHOLL STREET,534251,183565
THURTLE ROAD,533824,183553
WHISTON ROAD,533526,183494
KINGSLAND ROAD,533583,183489
THURTLE ROAD,533810,183541
NICHOLL STREET,534228,183557
PRITCHARD'S ROAD,534476,183606
ANDREWS ROAD,534636,183509
SHEEP LANE,534666,183673
MIDDLETON ROAD,534439,184117
GREENWOOD ROAD,534369,184482
RICHMOND ROAD / MARTELLO STREET,534874,184521
BUCKLAND STREET,533029,183226
NEW NORTH ROAD,532851,183155
MURRAY GROVE / PROVOST ESTATE,532755,183081
BLETCHLEY STREET,532513,183029
SHOREDITCH POLICE STATION,532445,182885
MURRAY GROVE,532400,183034
BLETCHLEY STREET,532520,183159
CROPLEY STREET,532564,183283
NEW NORTH ROAD,532666,183377
BUCKLAND STREET,532976,183227
SHOREDITCH POLICE STATION,532446,182839
FAIRFIELD BUS STATION,518321,169298
DULWICH COLLEGE,533216,173253
DULWICH PICTURE GALLERY,533146,173702
DULWICH VILLAGE,533157,174090
DULWICH VILLAGE SCHOOL,533018,174315
DULWICH VILLAGE SCHOOL,533026,174281
DULWICH VILLAGE,533132,173910
DULWICH PICTURE GALLERY,533139,173605
DULWICH COLLEGE,533196,173295
PARK ROYAL ASDA / WESTERN ROAD,520105,182443
TIFFIN SCHOOL / LONDON ROAD,518637,169325
KINGSWOOD DRIVE / COLLEGE ROAD,533593,171823
KINGSWOOD DRIVE / COLLEGE ROAD,533597,171813
FOUNTAIN DRIVE,533917,171500
FOUNTAIN DRIVE,533946,171461
SIR CYRIL BLACK WAY,524908,170448
FIELD MEAD,521697,191210
GROVE STREET / PLOUGH WAY,536544,178874
GROVE STREET / PLOUGH WAY,536556,178854
QUEEN'S CRESCENT,528189,184932
BURDOCK ROAD / LEE VALLEY TECHNOPARK,534484,189725
NORTHUMBERLAND PARK RAIL DEPOT,534833,190487
NORTHUMBERLAND PARK RAIL DEPOT,534790,190385
SEDGE ROAD,535159,191411
EASTCOTE LANE,512625,184524
SOUTHFIELD GARDENS,515667,171946
WINDERMERE ROAD,521150,171479
BOWNESS CRESCENT,521151,171257
WALTHAMSTOW CENTRAL STATION <> #,537180,188986
BERBERIS WALK,506339,178880
FALKIRK STREET / HOXTON STATION #,533404,183070
FALKIRK ST / HACKNEY COMMUNITY COLLEGE,533395,183062
CRONDALL STREET / HOXTON STREET MARKET,533206,183098
CRONDALL STREET / HOXTON STREET MARKET,533215,183091
PITFIELD STREET,533066,183135
PITFIELD STREET,533073,183149
SOUTHFIELDS STATION <>,524676,173205
LANCASTER GATE STATION <>,526676,180873
LONDON ROAD / ST ANTHONY'S HOSPITAL,524024,165883
WADDON MARSH TRAM STOP >T<,531066,165859
FINSBURY PARK STATION <> #,531359,186690
ROCKMOUNT PRIMARY SCHOOL,532833,170502
REEDHAM DRIVE,530894,160550
REEDHAM DRIVE,530930,160428
EWELL PARK WAY,522444,163312
EWELL PARK WAY,522423,163318
WELBECK CLOSE,522186,163094
WELBECK CLOSE,522161,163087
THE SPRING,521950,162735
THE SPRING,521962,162733
WEST DRIVE,523846,162691
MOLESWORTH STREET,538134,175451
WEST DRIVE,523850,162722
BRAMLEY ROAD,523758,162501
BRAMLEY ROAD,523766,162546
ALBURY AVENUE,523540,162228
ALBURY AVENUE,523513,162227
EWELL EAST STATION #,522517,162262
EWELL EAST STATION #,522659,162243
SPRINGFIELD ROAD,523082,162143
SPRINGFIELD ROAD,523111,162150
RAINHAM WAR MEMORIAL,552061,182245
RAINBOW LEISURE CENTRE,521206,161091
RAINBOW LEISURE CENTRE,521233,161123
KILN LANE,521419,161320
KILN LANE,521494,161383
WINDMILL LANE,521586,161501
WINDMILL LANE,521675,161578
HESSLE GROVE,521805,161829
HESSLE GROVE,521815,161881
MONGERS LANE,521885,162139
MONGERS LANE,521870,162101
REIGATE ROAD / GREEN MAN,521918,162303
REIGATE ROAD / GREEN MAN,521926,162290
SPARROW FARM ROAD,523008,164339
SPARROW FARM ROAD,522988,164323
NONSUCH PARK,522821,164022
NONSUCH PARK,522851,164088
BRIARWOOD ROAD,522646,163736
BRIARWOOD ROAD,522656,163780
LOWER MORDEN LANE / MORDEN CEMETERY,523509,167174
ALPHA PLACE,523660,166476
MANOR GROVE,519334,175702
GARTH ROAD / STONECOT HILL,524110,166130
ALPHA PLACE,523626,166510
ROSEBERY CLOSE,523481,166997
TANNER STREET,533727,179737
BOSS STREET,533549,179885
TOOLEY STREET / CITY HALL,533335,180037
SHORT WAY,527334,191829
SHORT WAY,527300,191801
ALEXANDRA AVENUE HEALTH CENTRE,513166,186707
WOODGRANGE AVENUE,526894,191439
WOODGRANGE AVENUE,526829,191450
GRANVILLE ROAD,526597,191429
GRANVILLE ROAD,526563,191434
BETSTYLE CIRCUS,528776,192637
DARWIN CLOSE,528525,193009
DARWIN CLOSE,528509,193047
BRUNSWICK AVENUE,528356,193311
NORTH LONDON BUSINESS PARK,528283,193529
DOLLIS ROAD,524827,191066
ALEXANDRA AVENUE HEALTH CENTRE,513173,186670
DOLLIS ROAD,524862,191039
FRITH COURT,524349,191014
FRITH COURT,524319,191020
MARNE AVENUE,528631,192864
BRUNSWICK AVENUE,528352,193261
NORTH LONDON BUSINESS PARK,528255,193634
OSIDGE LIBRARY,528154,193968
ARGALL AVENUE,536171,187656
ARGALL AVENUE INDUSTRIAL ESTATE,536127,187704
STAFFA ROAD,535957,187491
EASTCOTE LANE,513340,186375
GAINSBOROUGH ROAD,539373,187631
FELMINGHAM ROAD,535121,169125
THORNSETT ROAD,534820,168854
WHEATHILL ROAD,534604,168965
WHEATHILL ROAD,534587,168989
THORNSETT ROAD,534857,168918
FELMINGHAM ROAD,535053,169091
EDEN WAY,537481,166904
EDEN WAY,537479,166848
EASTCOTE LANE,513338,186355
THE BETHLEM ROYAL HOSPITAL,537373,166466
THE BETHLEM ROYAL HOSPITAL,537375,166539
BULL RING GATE,528219,177859
BECKENHAM LANE,539579,169557
BECKENHAM LANE,539608,169545
BROMLEY AVENUE,539356,169880
BROMLEY AVENUE,539352,169914
WARREN AVENUE,539177,170060
WARREN AVENUE,539078,170038
RAVENSBOURNE STATION #,538853,170041
CHANDOS ROAD,511562,187762
RAVENSBOURNE STATION #,538837,170064
DOWNS HILL,538886,169915
DOWNS HILL,538946,169841
DOWNS BRIDGE ROAD,538845,169767
DOWNS HILL / THE AVENUE,538636,169915
DOWNS HILL / THE AVENUE,538601,169959
SPRINGBOURNE COURT,538300,170006
WESTGATE ROAD,538223,170027
CONVENT CLOSE,538041,170020
CHANDOS ROAD,511527,187768
BECKENHAM CRICKET CLUB,537743,170056
BECKENHAM CRICKET CLUB,537704,170080
BEADON ROAD,540191,168149
BEADON ROAD,540171,168133
HAYESFORD PARK DRIVE,540162,167897
HAYESFORD PARK DRIVE,540155,167858
CHERITON AVENUE,540177,167673
CHERITON AVENUE,540171,167629
MATFIELD CLOSE,540144,167535
MATFIELD CLOSE,540131,167525
THE CLOSE,511159,187721
STANSTEAD CLOSE,539859,167539
CULVERSTONE CLOSE,539768,167524
PICKHURST PARK,539642,167523
PICKHURST PARK,539605,167481
MEADWAY / PICKHURST PARK,539521,167402
PICKHURST LANE,539399,167292
THE AVENUE,539240,167044
THE AVENUE,539212,167018
THE AVENUE / GOODHART WAY,538969,166738
THE AVENUE / GOODHART WAY,538947,166708
THE CLOSE,511181,187738
ST MARY OF NAZARETH CHURCH,538609,166678
THE AVENUE / RED LODGE ROAD,538477,166620
PHILLIDA ROAD,555576,190429
PHILLIDA ROAD,555605,190432
ORCHARD COURT,536163,171174
WATLINGTON GROVE,536108,171409
ORCHARD COURT,536178,171189
WATLINGTON GROVE,536106,171367
SYDENHAM RISE,534712,172872
MOUNT ASH ROAD,534799,172378
KIRKDALE / THORPEWOOD AVENUE,534751,172556
RIVER ROAD,545105,183233
WAVERLEY GARDENS,545321,183160
WAVERLEY GARDENS,545351,183100
MOVERS LANE / RIVER ROAD,545362,183362
KING EDWARDS ROAD,544864,183217
KING EDWARDS ROAD,544918,183196
CENTURION WAY,548959,179405
RIDGEMOUNT AVENUE,528741,158787
MALPAS ROAD,536892,176583
WEMBLEY STADIUM STATION,518905,185352
FOREST ROAD / SLADE GREEN STATION #,552271,176569
FAIRVIEW INDUSTRIAL PARK,550895,182007
MARSH WAY,550581,182538
MARSH WAY,550599,182491
C E M E,550719,182089
BREAKSPEAR CREMATORIUM,508391,188804
BREAKSPEAR CREMATORIUM,508362,188802
JACKETS LANE,507780,190801
FRINGEWOOD CLOSE,507725,190673
RESERVOIR ROAD,508407,189021
RESERVOIR ROAD,508389,189029
BURY STREET,508690,188026
WHITEHEATH AVENUE,508286,188069
THAMES DRIVE,508242,188098
LEAHOLME WAY,507980,188223
HAWKESWORTH CLOSE,508998,191282
NORTHWOOD COLLEGE NURSERY SCHOOL,509033,191338
LEAF CLOSE,508909,191141
LEAF CLOSE,508892,191138
FINCHLEY CENTRAL <>,525167,190823
FINCHLEY CENTRAL <>,525186,190792
RALEIGH CLOSE,511976,187784
GOLDERS GREEN STATION <>,525162,187477
WHYTELEAFE STATION #,533905,158476
JASMINE GROVE,534730,169938
IMPERIAL WHARF STN # / CHELSEA HARBOUR,526136,176619
IMPERIAL ROAD / CHELSEA HARBOUR,526095,176630
HARWOOD TERRACE,525911,176745
HARWOOD TERRACE,525786,176807
LEAHOLME WAY,508000,188203
RALEIGH CLOSE,512009,187771
ST MARGARET'S ROAD,508594,188024
HOWLETTS LANE,508054,188525
HOWLETTS LANE,508119,188631
MANOR HOUSE DRIVE,508064,191209
MANOR HOUSE DRIVE,508048,191180
NORTHGATE,508183,191193
NORTHGATE,508206,191178
JACKETS LANE,507805,190886
OXLEAY ROAD,512992,187090
WORMWOOD STREET,533136,181457
WORMWOOD STREET,533128,181440
THAMESMEAD TOWN CENTRE / CENTRAL WAY,546282,180651
TOLWORTH STATION # / WOODLAND WAY,519837,165855
BAUDWIN ROAD,539150,172745
HOLLYBUSH WALK,531498,175167
